date_sk,data_completa,ano,mes,dia,dia_do_ano,semana_do_ano,dia_da_semana,nome_dia_da_semana,estacao
fd97b39a-ba11-4f8c-b086-ea7b6a50d06e,2012-10-12,2012,10,12,286,41,6,Friday,Outono
72993724-d81e-41d6-9147-6b411809519e,2012-10-14,2012,10,14,288,42,1,Sunday,Outono
8d0de9ca-2b3e-42c5-a21c-b0206ac8f405,2012-12-13,2012,12,13,348,50,5,Thursday,Inverno
a3efe6cb-8baa-484d-8c8f-443c515b4a26,2013-01-15,2013,1,15,15,2,3,Tuesday,Inverno
904f1a6c-1749-423b-831d-933bd7ce6245,2013-02-10,2013,2,10,41,6,1,Sunday,Inverno
7f1b28df-4d32-4d5c-ab4d-2b5734ed4acf,2013-05-01,2013,5,1,121,17,4,Wednesday,Primavera
a047e0da-eea9-4ab6-bdb5-630047549427,2013-07-11,2013,7,11,192,27,5,Thursday,Verão
1b826962-0e7f-41ac-b5b8-2b7d35234066,2013-08-31,2013,8,31,243,34,7,Saturday,Verão
6c3ce2c9-a14d-4186-a088-1f79b2d44e0e,2013-10-23,2013,10,23,296,42,4,Wednesday,Outono
d94c08fc-bc94-44b2-9f3b-589aa4028cb3,2014-01-29,2014,1,29,29,4,4,Wednesday,Inverno
cc48664b-6768-4276-a24c-cc4e0bfc25be,2014-03-11,2014,3,11,70,10,3,Tuesday,Primavera
1c71227f-0660-40c7-9904-eb82f7ed8469,2014-05-23,2014,5,23,143,20,6,Friday,Primavera
2f940218-ad3d-4708-8bfa-bd809d41bd96,2014-06-23,2014,6,23,174,25,2,Monday,Verão
7ac79c72-a48f-4927-abac-fd81a388abdf,2014-07-31,2014,7,31,212,30,5,Thursday,Verão
25576793-1360-439e-aaf3-45ee4bf372c2,2015-02-21,2015,2,21,52,7,7,Saturday,Inverno
8e4a6772-0be3-4d7d-8ca3-1d72c4ef72d7,2015-03-08,2015,3,8,67,10,1,Sunday,Primavera
10083ff7-f710-41e8-a3a2-562bbca95f33,2015-03-22,2015,3,22,81,12,1,Sunday,Primavera
fea118ad-7cf6-4ab7-b19f-e53001ff25dd,2015-04-26,2015,4,26,116,17,1,Sunday,Primavera
f905f227-75d3-4324-844e-dd8a7a1fdd36,2015-05-03,2015,5,3,123,18,1,Sunday,Primavera
d50f3144-6109-4876-a217-3a9d5b7ce03a,2015-05-28,2015,5,28,148,21,5,Thursday,Primavera
282c2a9f-70d5-4164-bcf8-09579c7c4d74,2015-11-23,2015,11,23,327,47,2,Monday,Outono
dffcf58d-0e9c-463c-8bb5-9c671439b495,2015-11-24,2015,11,24,328,47,3,Tuesday,Outono
b572f05f-2f7e-406f-8642-49115c237981,2016-06-24,2016,6,24,176,25,6,Friday,Verão
20537f39-0526-4f3d-bd9d-772f89125f25,2016-07-13,2016,7,13,195,28,4,Wednesday,Verão
0245b6ce-02e0-46d1-930b-93e0760c447d,2016-12-18,2016,12,18,353,51,1,Sunday,Inverno
7b9ee5a6-f58c-47b3-ad6f-98895643ad20,2016-12-27,2016,12,27,362,52,3,Tuesday,Inverno
04072d3a-b4d5-41f5-ab27-133ea8ea68b7,2017-01-06,2017,1,6,6,1,6,Friday,Inverno
1f7e76f1-73d9-4645-9472-1768cd8bfa4d,2017-01-11,2017,1,11,11,2,4,Wednesday,Inverno
61d2f185-daf4-4552-b79a-a57d7953ef76,2017-02-26,2017,2,26,57,9,1,Sunday,Inverno
314c25e0-4123-45f4-919c-5fa43865e568,2017-04-09,2017,4,9,99,15,1,Sunday,Primavera
88142733-5f90-451d-bada-1d2ce57388a4,2017-04-15,2017,4,15,105,15,7,Saturday,Primavera
fa40404d-b229-459a-bc69-e1aaa5f65f30,2017-05-01,2017,5,1,121,18,2,Monday,Primavera
2435917a-a3af-4190-935c-b78db8103756,2017-08-04,2017,8,4,216,31,6,Friday,Verão
01c5b061-3266-45c7-9a64-22499ec3b51d,2017-08-06,2017,8,6,218,32,1,Sunday,Verão
0b5baf15-6f1e-44f9-9790-42943949c479,2017-09-23,2017,9,23,266,38,7,Saturday,Outono
24ba7479-6f31-45bf-94d5-a08771dccd8b,2017-10-07,2017,10,7,280,40,7,Saturday,Outono
6710b436-a6c0-4315-ae87-6b875d316540,2017-12-14,2017,12,14,348,50,5,Thursday,Inverno
0a8fd050-2be7-48d1-922d-b2907fbb2278,2017-12-15,2017,12,15,349,50,6,Friday,Inverno
8b1b3804-5389-469f-9715-727fd07a30df,2018-05-14,2018,5,14,134,19,2,Monday,Primavera
042e7ecc-789b-44db-b6b8-f008eb62a94b,2018-05-19,2018,5,19,139,19,7,Saturday,Primavera
6f58775f-a85c-45b1-a3b4-93e9a9a16038,2018-06-23,2018,6,23,174,24,7,Saturday,Verão
ff563124-88d4-42a2-9cd8-3a7b8bcf209c,2018-08-02,2018,8,2,214,30,5,Thursday,Verão
dcb43b45-1f72-477f-88f7-470ee63f39a8,2018-08-10,2018,8,10,222,31,6,Friday,Verão
9aa1fff6-20f3-48ed-b84b-3249be2ad4bb,2018-09-02,2018,9,2,245,35,1,Sunday,Outono
45d4528b-d8ea-47b9-8623-4c0e58ab4ec5,2018-10-08,2018,10,8,281,40,2,Monday,Outono
c8cfc3bb-39b0-4dee-a5c7-3486d2e1b31c,2018-10-20,2018,10,20,293,41,7,Saturday,Outono
af2bafb0-0cb7-4476-8f4c-bbd48576b12a,2018-11-22,2018,11,22,326,46,5,Thursday,Outono
5b327902-279d-48b5-9aab-dd90f7e3aaf4,2019-05-31,2019,5,31,151,21,6,Friday,Primavera
ea5a47a4-ac1b-448d-8d72-d51ed3e90032,2019-06-25,2019,6,25,176,25,3,Tuesday,Verão
db0575e9-4219-4940-ac10-ec43d49130bc,2019-08-14,2019,8,14,226,32,4,Wednesday,Verão
f85c152c-97f5-46b1-8f55-8b7125e840bd,2019-11-16,2019,11,16,320,45,7,Saturday,Outono
4e132be2-ff39-4fec-9730-3d293645c8a3,2019-11-24,2019,11,24,328,47,1,Sunday,Outono
57d182f3-6f79-4d32-a4eb-9df9229f7fef,2019-11-28,2019,11,28,332,47,5,Thursday,Outono
2a8a723b-34e4-497b-8399-b98b89a70a97,2020-02-21,2020,2,21,52,7,6,Friday,Inverno
b9c7bb2e-7377-43bd-93a1-faadf1595880,2020-05-11,2020,5,11,132,19,2,Monday,Primavera
bce1be8c-b0d2-4d96-8838-6332500bf4db,2020-07-19,2020,7,19,201,29,1,Sunday,Verão
1bdb92bf-e656-49e2-ad2e-c0e2f55f4582,2020-08-16,2020,8,16,229,33,1,Sunday,Verão
c0225cd4-9a05-4e09-8d48-321cf5ad7340,2020-08-28,2020,8,28,241,34,6,Friday,Verão
8ac7ee31-4dd6-466e-ae1a-33768c76863b,2020-09-15,2020,9,15,259,37,3,Tuesday,Outono
7204ef43-bae5-4fc8-ba95-9614a7e70eab,2020-10-01,2020,10,1,275,39,5,Thursday,Outono
0348662f-222c-43fa-ba20-5651981b449f,2020-11-20,2020,11,20,325,46,6,Friday,Outono
e76540c6-0364-49eb-b706-151a479f49b4,2021-01-18,2021,1,18,18,3,2,Monday,Inverno
542000a8-f5a2-4124-a2d2-d66c014acbf9,2021-01-27,2021,1,27,27,4,4,Wednesday,Inverno
0fdd48a4-d934-47fe-a489-b5623e3b45f8,2021-03-08,2021,3,8,67,10,2,Monday,Primavera
afc4063f-867b-4ea0-899c-99d0e1849a2f,2021-05-23,2021,5,23,143,21,1,Sunday,Primavera
4f341ac9-b74d-4bfa-84b5-790c8f7a3290,2021-07-02,2021,7,2,183,26,6,Friday,Verão
bac398d7-5f13-4f05-b06d-e2a83d5bef5f,2021-09-27,2021,9,27,270,39,2,Monday,Outono
62326495-2d1d-47b0-a5a2-1e9988d4739f,2021-12-27,2021,12,27,361,52,2,Monday,Inverno
3b53fbf4-efc5-4e99-939e-1ae9b8927067,2022-01-08,2022,1,8,8,1,7,Saturday,Inverno
f8852b9f-2628-4f09-a70b-d74dbd462981,2022-02-28,2022,2,28,59,9,2,Monday,Inverno
ff349e16-ec8d-4adc-8ae1-ba73dd785967,2022-05-10,2022,5,10,130,19,3,Tuesday,Primavera
be868c0e-98af-4b5d-816b-8631d9383334,2022-05-18,2022,5,18,138,20,4,Wednesday,Primavera
c5350921-4a07-4211-98f4-24b700e200e6,2022-06-20,2022,6,20,171,25,2,Monday,Verão
f159d598-ad4c-4c44-8da4-d3adc0446a7d,2023-01-07,2023,1,7,7,1,7,Saturday,Inverno
cbbd9183-c712-4c1a-9527-568b498fb747,2023-01-12,2023,1,12,12,2,5,Thursday,Inverno
c889a250-ba76-4082-9f6b-9fb07a93f105,2023-01-19,2023,1,19,19,3,5,Thursday,Inverno
2b3f3e92-f45a-43b3-b0db-795bc808c9c4,2023-01-27,2023,1,27,27,4,6,Friday,Inverno
92acc5b0-9f55-4526-b9d6-e620d0383897,2023-01-30,2023,1,30,30,5,2,Monday,Inverno
38331aa5-45fa-4c89-917f-5d6bbe2c08f8,2023-05-06,2023,5,6,126,18,7,Saturday,Primavera
69a9e450-e8d5-4623-9087-f3a7a0f95508,2023-05-09,2023,5,9,129,19,3,Tuesday,Primavera
31a96ca7-cab8-4eda-ac78-7dbdb982f9b4,2023-06-21,2023,6,21,172,25,4,Wednesday,Verão
ae2da5f8-9b62-48b9-b5cb-d41d6e54c055,2023-09-27,2023,9,27,270,39,4,Wednesday,Outono
048fe30d-3260-4e61-8d65-5fa10097af17,2023-10-01,2023,10,1,274,40,1,Sunday,Outono
58b6cb75-07fb-43d6-8c3b-2c66b2cb34a4,2023-12-03,2023,12,3,337,49,1,Sunday,Inverno
1d980da0-10e3-42d3-8d30-7fd4efb5cf49,2024-02-28,2024,2,28,59,8,4,Wednesday,Inverno
4de0bbae-3f83-41e7-acca-e01de3d6e835,2024-04-26,2024,4,26,117,16,6,Friday,Primavera
d64d8226-85ac-4fc3-b1fa-771864684e91,2024-05-09,2024,5,9,130,18,5,Thursday,Primavera
42b8f374-be04-448c-ba0b-1fea073e1f16,2024-05-27,2024,5,27,148,21,2,Monday,Primavera
d1110315-3317-427b-bd58-ce93d7026e19,2024-07-03,2024,7,3,185,26,4,Wednesday,Verão
c252115f-90d0-40ec-9331-2224d0a185a7,2024-08-14,2024,8,14,227,32,4,Wednesday,Verão
253a07ee-f840-482b-a47f-31deda9544c2,2024-08-17,2024,8,17,230,32,7,Saturday,Verão
bb0c9daa-fe93-4370-bfbf-f6e6200bddb9,2024-09-10,2024,9,10,254,36,3,Tuesday,Outono
bbf92d4a-b279-4971-9756-adf7bc8f36a6,2024-11-06,2024,11,6,311,44,4,Wednesday,Outono
ddc3ca39-bcb7-42a1-9cef-1230e13b1b9f,2024-12-04,2024,12,4,339,48,4,Wednesday,Inverno
e432bc53-4e93-4629-937e-e2182800fb61,2024-12-11,2024,12,11,346,49,4,Wednesday,Inverno
48d6c407-bdd1-49cf-bc66-3efefb1b8fff,2025-03-04,2025,3,4,63,9,3,Tuesday,Primavera
b05232f9-8650-44d0-a22e-5f9abf0966b1,2025-03-07,2025,3,7,66,9,6,Friday,Primavera
3a9e1ced-c5e2-4c00-91b9-89e583ac6afa,2025-03-10,2025,3,10,69,10,2,Monday,Primavera
f9dc5d4d-c73a-4481-9552-83f3f80b5b09,2025-03-29,2025,3,29,88,12,7,Saturday,Primavera
efe3e013-fb64-4122-b7b8-f384ebfd8907,2025-05-15,2025,5,15,135,19,5,Thursday,Primavera
0297c0cc-5afe-45d2-a4f7-9b4a14f8d8f5,2025-05-20,2025,5,20,140,20,3,Tuesday,Primavera
738cd16f-701a-45af-9c0e-c90a1f7f5a3c,2025-07-24,2025,7,24,205,29,5,Thursday,Verão
febcd6b8-a5d3-4a83-bca4-48ab819a9ee3,2025-08-15,2025,8,15,227,32,6,Friday,Verão
7bfdc1ea-7ca7-470c-8bf4-efe1cda46bac,2025-10-27,2025,10,27,300,43,2,Monday,Outono
ff86302a-acd8-48cd-b696-0975dfab0032,2025-12-25,2025,12,25,359,51,5,Thursday,Inverno
462d08c0-6384-4ec4-857e-329d0063ea02,2026-03-15,2026,3,15,74,11,1,Sunday,Primavera
71fa0a1b-5872-4e57-8aed-70077da45304,2026-04-14,2026,4,14,104,15,3,Tuesday,Primavera
05e4d7e0-b14a-4d06-be76-4a786d094a78,2026-06-02,2026,6,2,153,22,3,Tuesday,Verão
daf4a11e-08f8-43a4-8c22-c08970d5837d,2026-09-02,2026,9,2,245,35,4,Wednesday,Outono
9c0a387f-2078-4e16-a90e-25ba10745bb1,2026-12-13,2026,12,13,347,50,1,Sunday,Inverno
ff05d37e-116c-47c9-b2cf-c51d5baf957b,2027-04-03,2027,4,3,93,13,7,Saturday,Primavera
a3fe6517-f483-4525-b3e0-ebc891dc7f41,2027-06-03,2027,6,3,154,22,5,Thursday,Verão
6a22161e-eb3c-4cd2-8e22-564fdfb2bd09,2027-06-05,2027,6,5,156,22,7,Saturday,Verão
89d05411-1c8d-40d7-a98c-118cc63c5ac9,2027-06-21,2027,6,21,172,25,2,Monday,Verão
fdf53f15-9318-47a3-8262-79a23616e52f,2027-12-21,2027,12,21,355,51,3,Tuesday,Inverno
02952932-af01-4d1b-9983-65ca29b2ccec,2028-01-29,2028,1,29,29,4,7,Saturday,Inverno
ce381d91-185a-488e-bdd1-600844843e45,2028-02-03,2028,2,3,34,5,5,Thursday,Inverno
87ba18f3-0c48-4ad8-8c3e-3170de56845d,2028-04-04,2028,4,4,95,14,3,Tuesday,Primavera
5924ff07-635f-48e8-8faa-08b992eb8fec,2028-04-05,2028,4,5,96,14,4,Wednesday,Primavera
18d5e356-9d29-4bdc-95c1-96737a6e4849,2028-04-08,2028,4,8,99,14,7,Saturday,Primavera
38f9d84c-b177-4448-8a7b-2481c16b5107,2028-04-14,2028,4,14,105,15,6,Friday,Primavera
fc6ff8e1-9ff9-40be-831b-1d42c8ff6ab8,2028-05-16,2028,5,16,137,20,3,Tuesday,Primavera
8716f6c3-6784-47ba-b837-7476b6f6a621,2028-07-26,2028,7,26,208,30,4,Wednesday,Verão
9b9b12f7-d0c3-41cb-98d2-2dac330c693a,2028-11-06,2028,11,6,311,45,2,Monday,Outono
016dddc7-7edd-451c-b23e-14ac72d9d8ff,2028-11-24,2028,11,24,329,47,6,Friday,Outono
64bffe6c-b6dd-4ce3-bdce-308062297e0c,2029-01-04,2029,1,4,4,0,5,Thursday,Inverno
240340e9-8b5f-4d6b-9cdc-fbb7fe6e7285,2029-01-31,2029,1,31,31,4,4,Wednesday,Inverno
4a2788a3-e82c-4461-aa4c-e515c3236603,2029-02-19,2029,2,19,50,7,2,Monday,Inverno
85e14e31-3727-4dee-8267-db3d2fb901b4,2029-05-15,2029,5,15,135,19,3,Tuesday,Primavera
1e4bb50b-e14d-41e6-85a1-613f401149b0,2029-05-27,2029,5,27,147,21,1,Sunday,Primavera
31f865fb-eb22-41be-84a9-10d331795981,2029-05-30,2029,5,30,150,21,4,Wednesday,Primavera
a496a82b-f1eb-46b6-b22d-6a90dd3d503b,2029-09-06,2029,9,6,249,35,5,Thursday,Outono
56d0f445-aeb1-4baf-bd6b-64ded485f5c5,2029-09-15,2029,9,15,258,36,7,Saturday,Outono
1c9ae5ee-8f1f-415c-8eb0-8013b389c734,2029-09-21,2029,9,21,264,37,6,Friday,Outono
93a4c6fd-4753-4253-83e8-282ee590e986,2029-10-11,2029,10,11,284,40,5,Thursday,Outono
1e5742a5-8d1d-4a92-9772-9120a93a1f55,2029-10-13,2029,10,13,286,40,7,Saturday,Outono
ab07a9fe-7a43-42f5-a428-eab0a9a834a5,2029-10-20,2029,10,20,293,41,7,Saturday,Outono
a56d3e91-d257-4073-8884-bd23a9c50729,2029-12-05,2029,12,5,339,48,4,Wednesday,Inverno
7d22280d-5c4b-4351-a89a-4ee57e76fea4,2029-12-14,2029,12,14,348,49,6,Friday,Inverno
c325b05b-2f92-45bd-81e0-62e6321c99a3,2030-01-27,2030,1,27,27,4,1,Sunday,Inverno
8e27606f-1c80-4816-a8c9-e98d1f425e6d,2030-03-12,2030,3,12,71,10,3,Tuesday,Primavera
b2dd0d1d-e3e6-4b82-b880-abf0d3ce9b38,2030-04-05,2030,4,5,95,13,6,Friday,Primavera
93ddba14-108b-4cff-a256-19ebde9c0db6,2030-05-08,2030,5,8,128,18,4,Wednesday,Primavera
64adaaa8-e196-4599-bf64-8fd161b78783,2030-08-21,2030,8,21,233,33,4,Wednesday,Verão
4d5718f4-d132-4f9c-a893-24076584633d,2030-08-27,2030,8,27,239,34,3,Tuesday,Verão
dd546a8a-5111-456d-8d73-4ce06c8d0411,2030-09-12,2030,9,12,255,36,5,Thursday,Outono
930ae80f-0549-4773-ac25-ace1a2462280,2000-02-16,2000,2,16,47,7,4,Wednesday,Inverno
f1e830d6-e50a-489a-a6f1-be2849ae3496,2000-02-27,2000,2,27,58,9,1,Sunday,Inverno
905aad95-491f-4409-96fb-887b27caa7dc,2000-06-03,2000,6,3,155,22,7,Saturday,Verão
415f3aba-1a5f-421a-8a03-0b742bd71bd4,2000-06-10,2000,6,10,162,23,7,Saturday,Verão
17c9f06e-fa48-4357-91de-6eab95020a05,2000-07-04,2000,7,4,186,27,3,Tuesday,Verão
40503228-71fc-4bb2-9494-77b9c1bff054,2000-07-28,2000,7,28,210,30,6,Friday,Verão
d7b12cff-ec77-4f9f-932b-e9da9e48ba3f,2000-08-02,2000,8,2,215,31,4,Wednesday,Verão
25025dc6-f80c-4673-ad34-930a031354a0,2000-08-12,2000,8,12,225,32,7,Saturday,Verão
689420e9-0190-4173-8a6b-fb2e51af30c6,2000-08-16,2000,8,16,229,33,4,Wednesday,Verão
8643ef09-96bd-419b-8e55-4f867d7aacde,2000-09-17,2000,9,17,261,38,1,Sunday,Outono
36eda707-f3a3-45fa-8537-4e889d4aa1bf,2000-10-02,2000,10,2,276,40,2,Monday,Outono
e57d7f66-ea4a-43c9-8e74-fb63d3905548,2000-12-05,2000,12,5,340,49,3,Tuesday,Inverno
2bd815df-b1eb-4323-8312-0145ebfa0035,2001-02-13,2001,2,13,44,6,3,Tuesday,Inverno
50f00385-1e30-46ce-aab2-c7ec6142e5e2,2001-05-03,2001,5,3,123,17,5,Thursday,Primavera
bc548510-255a-4972-8c0c-d69343798bcc,2001-07-09,2001,7,9,190,27,2,Monday,Verão
a7469682-69f3-4290-a7ec-093bd743d6ed,2001-09-11,2001,9,11,254,36,3,Tuesday,Outono
8f48a679-9b94-4063-b717-e2df11618e90,2001-10-04,2001,10,4,277,39,5,Thursday,Outono
c3dad129-b867-4c3a-9019-c48d12f92f28,2001-11-27,2001,11,27,331,47,3,Tuesday,Outono
7a65110b-38ab-4828-a103-f7873e51097a,2001-12-05,2001,12,5,339,48,4,Wednesday,Inverno
9e76c711-9237-41a0-9e07-e8693657c1d9,2001-12-16,2001,12,16,350,50,1,Sunday,Inverno
87defa1c-e024-4316-83a2-af71358b38a8,2002-01-24,2002,1,24,24,3,5,Thursday,Inverno
e91c8fab-74b3-4f42-88f3-a688f6549235,2002-02-13,2002,2,13,44,6,4,Wednesday,Inverno
85bbd195-c599-40c7-aec9-a32f01d5ab9e,2002-04-02,2002,4,2,92,13,3,Tuesday,Primavera
87e16f07-7d00-495b-a0b8-41db400c828f,2002-09-16,2002,9,16,259,37,2,Monday,Outono
e2cd91b7-b35d-4eef-a93a-f18ef4d13146,2002-11-11,2002,11,11,315,45,2,Monday,Outono
a6c34065-8426-42eb-ad43-8ec7f128a6ee,2002-12-01,2002,12,1,335,48,1,Sunday,Inverno
bc3692c4-08ff-42bb-9cdd-d10ea6800795,2003-04-30,2003,4,30,120,17,4,Wednesday,Primavera
d9f3fc06-60aa-43b9-a4b5-4ce870e752c6,2003-05-07,2003,5,7,127,18,4,Wednesday,Primavera
9e4aea90-6e25-42b8-a2b0-f86b8d8ebee3,2003-09-21,2003,9,21,264,38,1,Sunday,Outono
03a81bf7-5537-4ea2-96b2-3764c316098c,2003-10-14,2003,10,14,287,41,3,Tuesday,Outono
55ca7bf3-8821-4e34-b4c7-570e0037704e,2003-11-16,2003,11,16,320,46,1,Sunday,Outono
6328732d-8c9a-4485-90f5-10c62d3f0469,2004-02-22,2004,2,22,53,8,1,Sunday,Inverno
b9a2488d-1f4f-4624-80d7-190312fd3832,2004-06-12,2004,6,12,164,23,7,Saturday,Verão
3417d1f0-9f70-46ae-be77-920e7f30d5a9,2004-12-26,2004,12,26,361,52,1,Sunday,Inverno
b5ce3c39-e332-43ca-8ccd-131d02f26173,2005-01-06,2005,1,6,6,1,5,Thursday,Inverno
27512492-d647-4049-bb3c-da3063231c09,2005-02-01,2005,2,1,32,5,3,Tuesday,Inverno
3d087197-8e79-4c4e-ab44-6b90a3aab5ad,2005-02-13,2005,2,13,44,7,1,Sunday,Inverno
5bf4760f-b4b2-4d9e-8cbc-7153ec100412,2005-03-18,2005,3,18,77,11,6,Friday,Primavera
e53a76d8-f525-482e-b6dd-ed6053cc9724,2005-06-13,2005,6,13,164,24,2,Monday,Verão
ff113b08-b308-4edf-ae9d-629488268573,2005-06-24,2005,6,24,175,25,6,Friday,Verão
b12090a8-6ab3-4eb5-978d-1799dc329663,2005-07-05,2005,7,5,186,27,3,Tuesday,Verão
9ac661f0-c17d-471a-8d30-0bb13927465f,2005-07-10,2005,7,10,191,28,1,Sunday,Verão
abf29b28-94c0-4734-ba1f-306c7c0075ee,2005-08-10,2005,8,10,222,32,4,Wednesday,Verão
29530073-c4de-498c-8a02-d11efd00ac80,2005-08-13,2005,8,13,225,32,7,Saturday,Verão
369ed79b-d79f-4a1d-a373-0ab65c563e93,2005-08-18,2005,8,18,230,33,5,Thursday,Verão
6db5bdd9-674f-4ba1-a231-e10ed71361d8,2005-09-14,2005,9,14,257,37,4,Wednesday,Outono
9e74a7ce-85bf-43a7-b4e7-4944a171fe58,2005-10-12,2005,10,12,285,41,4,Wednesday,Outono
3371c702-166a-453f-bcc1-a9b9d5b6c290,2005-10-15,2005,10,15,288,41,7,Saturday,Outono
e9735157-edec-4a44-88e6-56e6e0012b19,2006-01-10,2006,1,10,10,2,3,Tuesday,Inverno
df7157d3-06af-4140-afc4-6a954dd03382,2006-05-05,2006,5,5,125,18,6,Friday,Primavera
ca39fd91-b734-4718-9574-00d82c0224a6,2006-05-15,2006,5,15,135,20,2,Monday,Primavera
b6a7c52b-cfb1-4db8-9941-f39f78a22422,2006-06-08,2006,6,8,159,23,5,Thursday,Verão
b886c616-1ba8-4ad4-9d51-cd938182234b,2006-06-17,2006,6,17,168,24,7,Saturday,Verão
278616f7-411c-4da6-bdb2-1887ffe0fcae,2006-09-19,2006,9,19,262,38,3,Tuesday,Outono
5968a1c6-ad79-4bba-a055-a5fce936217f,2006-09-20,2006,9,20,263,38,4,Wednesday,Outono
964fd5b1-df11-42b6-a4b4-577c5ae32903,2006-10-05,2006,10,5,278,40,5,Thursday,Outono
3528d0aa-18d3-4ed2-8011-f25581a2c36a,2007-05-16,2007,5,16,136,19,4,Wednesday,Primavera
eeb3ed1d-5e03-4321-a54c-1e49bfb807e5,2007-06-16,2007,6,16,167,23,7,Saturday,Verão
1c5478da-d84d-4448-b1f3-f97db77c459f,2007-10-04,2007,10,4,277,39,5,Thursday,Outono
fcc5b2f6-1367-4aa1-9e2b-f410119e67d3,2007-10-14,2007,10,14,287,41,1,Sunday,Outono
07ab3b77-cc50-4546-861c-5ab393d8f802,2008-03-14,2008,3,14,74,10,6,Friday,Primavera
418fbf85-be7f-4d54-8ee0-5984d51b9a2e,2008-03-19,2008,3,19,79,11,4,Wednesday,Primavera
c878db0a-79f5-4b56-ae93-d639e9c04f4c,2008-07-12,2008,7,12,194,27,7,Saturday,Verão
db4c9eb1-d972-4a76-a38f-dd5512216fb2,2008-07-22,2008,7,22,204,29,3,Tuesday,Verão
553f723a-4ef6-487e-882c-f2fb7afe398a,2009-01-31,2009,1,31,31,4,7,Saturday,Inverno
73a77e2a-3392-437c-9d24-b9a3d4c55dba,2009-03-14,2009,3,14,73,10,7,Saturday,Primavera
a8c8de69-822e-45cf-b4ac-53ac35f7f24d,2009-05-09,2009,5,9,129,18,7,Saturday,Primavera
afde6217-b6b9-4fe7-b696-67f62da57ccc,2009-07-29,2009,7,29,210,30,4,Wednesday,Verão
a20b09dd-6e52-42cd-a3f1-8b81d2789fe5,2009-08-26,2009,8,26,238,34,4,Wednesday,Verão
084fe092-7f6a-4e64-b860-d601d0a1d41c,2009-09-24,2009,9,24,267,38,5,Thursday,Outono
65ce0ad7-d5b1-4cac-8290-e1292936744a,2009-10-17,2009,10,17,290,41,7,Saturday,Outono
a26372d9-a32f-418a-a820-88e69815f5d1,2009-10-31,2009,10,31,304,43,7,Saturday,Outono
3232fa3a-d3b8-4318-b876-87b737c4020a,2009-11-07,2009,11,7,311,44,7,Saturday,Outono
0d546d49-4e25-4183-a6e0-452a3e810271,2009-12-02,2009,12,2,336,48,4,Wednesday,Inverno
bab5b5d2-eb4a-4c90-bf1c-ef82ff88158d,2009-12-17,2009,12,17,351,50,5,Thursday,Inverno
19d9830f-251c-4c2f-bd77-7c52afca5ca3,2010-02-20,2010,2,20,51,7,7,Saturday,Inverno
7f2a2808-c6e8-47af-9c5b-9367bac9ae3e,2010-05-09,2010,5,9,129,19,1,Sunday,Primavera
730dbf93-be4a-4817-8461-675f348c9c77,2010-07-23,2010,7,23,204,29,6,Friday,Verão
a6f56af5-0d0f-4826-84a1-48f89bb1a7f5,2010-07-28,2010,7,28,209,30,4,Wednesday,Verão
16b664c6-d88c-45ea-b7fc-478093afe53b,2010-09-05,2010,9,5,248,36,1,Sunday,Outono
3c45e2fa-916d-4944-901a-6720bd528fc8,2011-02-03,2011,2,3,34,5,5,Thursday,Inverno
4b774cfe-8cfe-4b1c-8b2a-57531828121b,2011-03-22,2011,3,22,81,12,3,Tuesday,Primavera
f8016a4b-94b8-4cd4-bbec-9b7d4460a6fb,2011-04-29,2011,4,29,119,17,6,Friday,Primavera
4bdce7bf-851f-4d33-9792-99f35d333ddf,2011-05-29,2011,5,29,149,22,1,Sunday,Primavera
c763274c-3d8f-46ef-8b69-bff0ab2ad6d4,2011-06-29,2011,6,29,180,26,4,Wednesday,Verão
97712142-d23b-44d6-b7a2-8a82aa0aae03,2011-07-07,2011,7,7,188,27,5,Thursday,Verão
f49a39db-c65c-40e1-88db-802756bb2518,2011-07-16,2011,7,16,197,28,7,Saturday,Verão
428a1665-12f6-4f74-b42b-c0af9a09d63f,2011-11-12,2011,11,12,316,45,7,Saturday,Outono
c955d64c-be77-4d95-8fb0-4d9f8e4bac54,2012-04-28,2012,4,28,119,17,7,Saturday,Primavera
1196fad2-151b-45ef-bcd2-e74f9ea5c38c,2012-07-01,2012,7,1,183,27,1,Sunday,Verão
6b73691c-c6c2-4d80-8329-e6bac70f62ab,2012-10-02,2012,10,2,276,40,3,Tuesday,Outono
d80e67fc-bf2d-4cc4-91c3-1012eae117c2,2012-10-06,2012,10,6,280,40,7,Saturday,Outono
2a9d8145-2fc0-407b-b36d-d916aecde199,2012-12-01,2012,12,1,336,48,7,Saturday,Inverno
bcc70d58-546e-4e8c-80db-89ba8188910f,2013-01-02,2013,1,2,2,0,4,Wednesday,Inverno
71f90ef4-7821-4190-9198-c8c3c1987ca8,2013-06-19,2013,6,19,170,24,4,Wednesday,Verão
4287aae2-ce5c-46be-9d50-cd51f5f5b36b,2013-07-04,2013,7,4,185,26,5,Thursday,Verão
c302a5b5-254d-4d91-b752-a9fbf293e4c2,2013-08-09,2013,8,9,221,31,6,Friday,Verão
06238441-9fd9-4393-993d-0b8560ef0d9f,2013-08-15,2013,8,15,227,32,5,Thursday,Verão
74228456-db13-4cb7-ace5-71ec4e72c9b6,2013-09-12,2013,9,12,255,36,5,Thursday,Outono
