product_sk,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
de3efb83-2823-4218-9d82-d9af755d5c41,16048247166ec654c76c845f308c85f5,perfumaria,45,973,2,400,16,22,16
44d4658c-8171-459f-9e26-5fe6c435c20d,3afd93cafd6c7b66033cc4dc22c54776,perfumaria,47,1170,3,500,16,16,22
3bf84105-d93f-44c2-8083-42e79730f343,09e24bdfc054e52b9c4af78e3a286a98,perfumaria,44,343,1,75,16,11,11
63f18502-dbaa-4ac9-9b7c-879c564b66bb,f2ecbb02b6da187a9f14b8ac5781faec,perfumaria,54,935,1,50,16,5,11
872aec6c-98ef-4a97-aa31-62261573b4c2,6047d1b3d3841a528e860a939daa2035,perfumaria,52,292,1,150,16,3,15
7e801221-7424-4327-b7d0-52fa3a00c3b3,7b822833c7cc8905ab8174b55ac878fa,perfumaria,43,454,1,100,16,4,16
d7387327-7232-4d4c-b01f-24368d64495d,e69137c3731a8a094d7e2ad97f76c95f,perfumaria,47,918,1,150,16,9,11
89320166-26e9-4dcc-a619-dbeed4245966,091107484dd7172f5dcfed173e4a960e,perfumaria,50,260,2,183,16,8,13
91b196a9-ac6b-443e-b96c-a1fa63fd8909,40e9fb75d3f96d5cca8fe7af35675ed0,perfumaria,38,673,1,150,16,16,16
e5178f5e-8c9f-434e-ad10-136b6a1a96f1,232b2effc9d2cc8f1e696e65e108797c,perfumaria,40,997,1,350,16,16,16
d295617d-8d00-41d8-bda0-0fe785de4850,2ada60128014f639dffa4a481cd1255a,perfumaria,39,238,1,100,16,8,19
fbe3e294-aa88-4012-b5ee-538c50ea2ea9,a37d5c6bae47cb27d8701aac7bd0cc3e,eletronicos,34,139,1,353,16,12,14
373e379d-7369-4d3e-9ae0-5a2653d90dfe,ed57c392fcdb758e2aae5d3b2c8abfc1,eletronicos,57,687,2,200,16,10,16
6a810ed3-3a50-493b-a872-44ff6991e04c,9e8091e1021b25bdf15a9d203a278889,eletronicos,51,925,1,1050,16,12,26
a738e990-14e2-4e81-8c1d-2941de843b43,7efb605c0b11c538dc057c4dc6820ba5,eletronicos,50,765,1,400,16,13,14
062cf4f2-e3f7-4842-be9c-056c2f11085a,b1dc70b2d3b0d42b355529c4026a35a7,eletronicos,58,256,3,300,16,5,20
5153d94a-d4f0-43ee-a557-0a8347b2d0d1,1c155a30fb1a2c828c9064cdcb7d2993,eletronicos,53,2407,5,350,16,16,16
2fa1096e-8def-4a5a-b6ee-dc5111b344fa,88f608e85fd33226d6fa5e15d9748d92,eletronicos,59,1302,3,500,16,8,11
2baaeeaa-a296-40e5-ab09-40f772ff0ef3,335edc5cba9d15209ff0a3bca20d1ab4,eletronicos,46,328,3,100,16,15,14
efb1874c-6709-4144-a011-ea58ba87bcc1,66e48bcc5ea37a77a5499ced69b7800b,eletronicos,60,351,2,100,16,8,11
02c838dd-e3d5-4e3e-a57c-2c29b2c17ef7,4f2174962b85f6f08d3258485d9de11a,eletronicos,30,320,1,1643,16,8,12
9e1564cd-b122-4abe-a98d-19b9f4fcf258,6ab6d9589ae19abcee458918d4779fae,eletronicos,58,317,3,5450,16,65,25
db5e47ba-b9af-4864-b51c-9b3557c2d121,0320a1be5c5224f64bfbffa583cf03d6,eletronicos,48,1337,2,167,16,3,11
8cc8c72f-dcf1-4ef2-9f28-dc8b115f09a1,17552c3e04bda2b08ac85c9c55137dc3,eletronicos,51,1290,3,200,16,4,11
301e7904-ada2-41df-afeb-cd12348035b9,701ecef2b9b7bc7890d896dd1a691656,eletronicos,47,1140,3,100,16,7,11
94000228-51ba-4301-a978-d0ffc3425373,42f25a7251d847a86c1849731bf166ff,eletronicos,59,1413,2,450,16,16,11
3780f038-e286-4d58-9f82-62629b252612,a5633cb3c488d04d36b0191dce4c8bc1,eletronicos,36,175,1,600,16,63,33
fa7d609e-d8af-4b69-965b-d0000862c184,d7fca8718416c61d99e75a1d0129e822,eletronicos,27,839,3,300,16,2,11
4c5c2fd6-b486-4be1-9552-88dcee262e6f,b65921838adc0239b7313971a9cb18de,eletronicos,35,223,2,150,16,7,11
891f7036-750d-4364-8741-1b32376ee4a4,9cd79ac3aef250c2bdb124ba243ec5bf,eletronicos,50,49,1,200,16,16,11
9ed332b5-a843-4b4a-a1c6-b21db370b77b,ecbe401f10ecd3b822d940d63cc3311e,eletronicos,60,915,4,700,16,7,12
6bca1b24-88f5-4ba5-a20f-0df31e57b6d8,4834f24983a4f056e5ae64265f723aaf,eletronicos,52,468,3,230,16,14,15
f503ebda-ddfa-4f6c-b333-c9c3acd3dcf2,f0096308129bfff1e9d11aa389fe23e1,eletronicos,38,818,2,600,16,11,11
a2a303f3-7ef6-4ddf-bdd3-ab5d91c7510a,30b74394f33d50a2af1047ee1cfd5705,eletronicos,54,730,5,400,16,12,17
746c4d3e-fb1b-4181-83b5-7f8c442bbfbb,a1773f6417edf55439b183e6385dca73,eletronicos,58,680,5,500,16,5,11
39ca87d7-b8af-4705-8431-efc6e5f9f6e2,38fe0e2fa28ed26b9d47b0cd5d15bf78,eletronicos,54,703,1,400,16,16,11
3afa9cac-673d-4421-97ac-00add47b4cee,12ce53b5f757dfcb8e78117caa2d6ac4,eletronicos,55,57,1,150,16,7,11
61a01ae6-cdd5-49cb-be02-27481c48665a,d426c52017387e708aa9e72eb90797b2,eletronicos,34,1487,1,1500,16,8,16
83eab368-24f2-4050-b738-05d86fbd55a7,caa1675deee5711b3aff1e4f5946266f,eletronicos,55,1040,4,200,16,5,11
570fb8f0-0746-4041-85d9-efe8e909d6f0,c2d1e60e4deda24940c8039c99f08bbf,eletronicos,47,662,1,350,16,16,11
d486cb85-3330-4ec5-96b4-bd3a603cbc30,f832d1b20241274bc51c2d691b0f4b94,eletronicos,60,1219,3,175,16,5,11
ead3d569-4f28-4b7b-952d-efa844b0a585,42080692a4543e17940c60a980613abb,eletronicos,27,628,3,200,16,15,15
6ac692c0-1434-4efc-9a50-dd11e06225d8,62ad9a8972411e333e16347051a98e2a,eletronicos,43,889,2,113,16,10,12
33011a40-2faa-473f-9c6f-7ef837967b33,4aaa2ddc43f64a2db232b71fc4639064,eletronicos,28,131,3,6050,16,61,41
84ff88f2-e946-48b0-a1ed-49af3cdc5bf9,308a7360ee2e0ecfb6aa7708428692af,eletronicos,56,568,1,150,16,7,11
15a1a0f0-cf4c-4f83-a3a0-b876988198ce,877e380ee3bca2827be3586e9d4b7c84,eletronicos,56,622,2,550,16,16,11
da3d4325-3fe2-4af8-8244-0b8bcf19501d,4440eee33cc4fe9710fb8b024a128bcd,eletronicos,42,947,2,200,16,4,20
c6f5e348-ac0f-4d6a-b9e9-df4ce9433544,8994980b6420059104bb47e2cb680e0a,eletronicos,59,204,1,60,16,9,13
73aff103-cdc6-47a9-ac35-022a4a47a508,cb43c6e1c451902b51f4f4ff512302df,eletronicos,21,286,3,293,16,7,11
b68d8ef0-d6ea-4af2-b2db-586fda84111f,96d80c8b6c6545a30eb5bdc4961455f3,eletronicos,55,486,3,213,16,7,12
b7813c41-02cd-4df0-90f5-f42db661fc96,27b8857ca0d1477e1ad34ffaba0b642c,eletronicos,54,560,3,150,16,4,11
11123557-26a2-4379-8785-5fe60c0a57cb,ddb73ecd2a301a87fa538fa0a33d4112,eletronicos,59,487,2,800,16,2,11
354d4ecb-cad3-492d-9d5b-a6ff701fb238,42155695adbe665066ad812855fe523a,eletronicos,60,517,4,200,16,6,14
f5a606c2-3507-4471-a4b1-1b7251dd2b80,3190c75e99fc82197998aa24df32bfd0,eletronicos,48,216,3,500,16,5,20
0996d6ed-f545-486c-8ce2-557f1f3c2704,5c8892192c5c01005958f878c8251970,eletronicos,52,253,2,311,16,11,12
1b3def28-e91a-4095-914a-d8c9e594370d,1a3ed2c0aa5c7beccd817b6b71282e99,eletronicos,54,799,2,600,16,16,11
d51829a1-8e34-407f-a3b0-28754d091bcf,3fc3d637781e5d185455013606a6e2cd,eletronicos,32,1274,1,250,16,10,30
b936656f-5949-4562-be97-2d0f17443f3d,36efd30e7c14e8ed3a6557e9104112b3,eletronicos,58,1912,4,100,16,3,12
c0e848cb-a982-4816-93d8-8d330bcc374f,b0069f9a7b1811276378d64200846ea3,eletronicos,47,653,1,150,16,16,16
7d388e8c-b643-43a8-8cb5-b7de28c5a784,68753ceccf509d2890f329f8d55fce79,eletronicos,59,700,4,420,16,8,12
220aa669-ae55-44d4-86ef-7b1e8a0d46bf,6a22cbce352c158897f3346567488ace,eletronicos,36,515,3,125,16,3,20
a1fabe73-9fac-453b-92d5-01878a073c06,9ae1607198ba0a8336e966249f53b5ec,eletronicos,45,795,3,467,16,10,11
d90e6f30-47d0-437c-8270-cc9b970a1885,4e424a1cee1626e101d211bd604b10e0,eletronicos,54,675,2,350,16,16,11
54e6048f-17ee-4b96-b321-5bfcaca09986,98d4d94ea54992a98bbfefe75e7561d3,eletronicos,46,137,1,300,16,19,15
c4dcfa62-b1b8-4a7c-84c0-fe9f3962657b,39b163e43ba84533daaba94c5a0712de,eletronicos,57,108,1,200,16,7,11
ed9c7f15-6f60-4823-ba17-821962cbc626,42b0078ac04ecf8c99c00602edceebf5,eletronicos,50,153,2,100,16,6,14
75444a90-669d-4c69-9720-f20e074c5088,37cc5883abe2ac5703f1cfa3a9ec41c0,eletronicos,39,480,3,217,16,13,16
4c8e7abd-761f-4bcd-a823-b808493d3693,026ddfe4a1a29002815e6da024d6128e,eletronicos,48,219,3,550,16,5,20
81282db0-3e84-4664-ab09-f88f9a5e4974,ccf4d6714c4e1c7ea8cf2783aa0373b5,eletronicos,60,172,1,200,16,6,14
ad43c381-935b-40bf-824b-2de9f1acc2b1,9ff8568dfb9041b898e65ff4018c8c57,eletronicos,56,1242,6,133,16,7,13
5ff6e7f7-b9ff-4dce-9275-883f74abbf18,2c71e9b9845634cb1ea6285a8f3cbf50,eletronicos,54,381,2,100,16,8,16
6b7c0aca-5988-42cd-9d9b-db28c3346b2e,facd7264a689baabdce2373c4feb2dca,eletronicos,60,1005,1,100,16,6,16
ac6a7e00-de3c-4441-991f-cea065415c35,f207b010add19c1090a2c248d30a0c30,eletronicos,39,151,3,300,16,6,14
64d807e8-669a-4fef-b733-85514eb6df0c,336090aa9bdfdc02b01b154b2d0abda2,eletronicos,58,219,3,600,16,5,20
8a3b1d53-aef7-478c-89c0-4788c7eed6bc,2002fc3ec2d8a30a7588628fe7aff958,eletronicos,57,432,1,200,16,6,14
e386aefc-8e72-44d2-ad4a-28e0b91fcd87,61bb78313bc87f6637f26b39d8008ea7,eletronicos,55,1631,2,300,16,3,15
93976ee7-f26b-4699-b7db-6dfd4c822a9e,592ff96534d1910c18025cee34d5c8de,eletronicos,60,517,4,200,16,6,14
acba3d2c-8a03-4974-bcf9-e48dc37cdc5b,01cf56cd6138b926a4802d16fc304149,eletronicos,43,3023,6,100,16,16,16
18a0f83d-5500-44b9-a3b9-fce3c3ca424a,19b7148be60fb48eb30c7eb0431c1a8b,eletronicos,22,603,1,500,16,21,20
a6993da2-f316-491f-94ea-f54da10f0bb9,4d9e8a6d8d07e4f47e093b8c2999ae01,eletronicos,60,517,4,200,16,6,14
1e5b69ad-19dd-45d3-853e-da1fe09f99ec,a396b88f085aa34d30a1405fd4f80140,eletronicos,58,100,2,450,16,16,11
7579ada5-5fb4-408f-9853-f5a3d71f8e54,80be9ceee6b3290d8a41e98cf7d44454,eletronicos,52,1224,3,233,16,15,9
96f39b1d-19d6-41ac-bea0-51b515b72a0b,5514443b5a22d650499eafbc59d48e87,eletronicos,36,635,3,217,16,8,13
c5633995-926d-428a-a0b1-a0aff35c08ad,7f40e8df98cfbfbee8f953bb798fbc6b,eletronicos,60,488,1,150,16,8,11
4cca1917-425d-4dfa-ba66-a6fd0c16492e,115bc2b948bfb128b7aaf878e50a9b5a,moveis_sala,48,219,3,800,16,5,20
d6dfb92f-c0be-4ab1-b459-447bb4894322,5c737d7f2147bdf63360675bf7b7735f,beleza_saude,59,2784,2,1100,16,15,11
2f5743d6-6da5-475f-98ac-c5e8e44406f6,1cd876bcbd0907f49bbf28372f86dd32,beleza_saude,36,1529,1,150,16,5,11
2b1f6476-08fd-4953-874f-8e252716ae59,1ef4d09abc3b209cfc14875996252306,beleza_saude,53,1287,1,625,16,14,15
eaddfaef-d2a3-4060-b210-e062987a4e9f,111e2f43245b193147270aba6d558129,beleza_saude,39,371,1,150,16,3,15
cd88de9d-906b-4091-867d-f35405413486,5f5e612ca8903e6425fd6d2d3f7fe985,beleza_saude,46,1737,1,1750,16,16,16
24338cf9-5028-495e-beaf-94cda19d9a12,aed5fffd2ace4156544a1571316b8bc8,beleza_saude,19,1833,1,200,16,5,17
61d96fdc-05e7-4d7a-b7d4-b68aeda3f822,fac82ec645519b81e8873570d454f00e,beleza_saude,46,1801,1,1150,16,20,20
d581f718-9fde-42a0-a740-67600c27530b,341d85d688ecc3353cf2a968e7ad0dbf,beleza_saude,47,554,1,350,16,10,20
47094980-6ad0-4882-8021-71dbad17da49,18c52ee8fc4012f63557c51b8558e8f3,beleza_saude,41,1797,1,300,16,19,11
d2713a72-495e-4e76-8003-6a017c197c1e,0c21c38f5c53913ec6ae3884484aac81,beleza_saude,58,2869,1,500,16,11,11
8f32b261-34fd-4a87-8e19-7168e565cdfd,98e0291e1b138b5b5384f44fd7a2d149,beleza_saude,50,1987,2,400,16,21,11
e3477e30-981a-48ea-ad48-4aa215f3afd9,875877153c6086d3c0e1fcedcee6a77b,beleza_saude,41,3571,1,300,16,11,11
2d0c28c9-17de-47df-9254-3efa65c713c0,2c96824d8716171d254d8177e6a232e7,beleza_saude,53,532,1,200,16,14,12
3ae44f70-95e4-4a61-92d8-a3de081b5131,065855099f5c20755e412cd48702d996,beleza_saude,36,1290,1,900,16,12,15
32b8a90d-54e8-4eba-bbe0-386532b69965,8593d4a9cae477bd61f807d9c2b3b4ea,beleza_saude,43,859,1,1250,16,16,15
5eb96483-d877-4e10-bb42-edd161014d96,245934f7e4cec1769f1b1107fc8b1500,beleza_saude,56,3939,1,1500,16,16,15
f5533839-f3ee-4cec-ad57-f409bc6bc451,24b861426de01a8adcf503251efe05f1,beleza_saude,43,196,1,235,16,14,15
c81dc672-1591-4f5f-aa73-97511a6168dc,96c1f14a0754e0f2c40523478a4075df,beleza_saude,49,484,1,150,16,7,15
157d73d4-49ca-4f59-9dd9-643750bb66a4,68cc4dfa6d309a9477fc1678d020e3e5,beleza_saude,52,1537,1,700,16,16,16
9726b4bd-cf7f-4483-8bde-1c56f97115bd,43706a3188de57bb50aa9f10e3b2fbde,beleza_saude,59,1507,1,150,16,4,16
8926c31d-6e86-4690-98ae-9cc5a96cdd36,05d3d52aea100aa2f887fd940991f040,beleza_saude,25,2653,2,500,16,2,11
74bd7ad1-cbc8-4868-a820-545ef23b7d3d,caa41bf17e27022341da028e79152c4c,beleza_saude,60,365,1,180,16,13,11
8ec3868f-04a3-4017-9363-30cd41917345,31207fc086e99a46400056ea7f77857e,beleza_saude,47,1482,1,700,16,100,11
ab28d002-55fd-4d0b-8505-69e56c5e7cf8,3cdff94d5455b793b415be775cace03c,beleza_saude,54,340,1,250,16,16,15
626f00f5-3abe-4f0d-93c6-03752fcdc2f3,55afdf91178e38185fa461b5ca028a57,beleza_saude,49,1443,1,500,16,19,15
ada8de39-35cf-47de-a800-54d7f8125e0f,9e2ee57a77fedecd33b6914e9cf61199,beleza_saude,39,1083,1,100,16,16,16
e08c87ed-53aa-405f-889c-08646079272b,b6c1e56a27659fd3ff8d352d7a24457e,beleza_saude,48,97,2,300,16,16,16
de76d689-1c08-4a55-8d72-0c8d8aa9bf4e,eaac4fc2977aa6f917c42e6fc02d0ece,beleza_saude,39,337,1,300,16,10,20
93f8fa28-28a6-4096-bb98-a8d8ec6f99ec,707ad2b2f447c0b9d0a7da2f8e7621b3,beleza_saude,36,836,1,450,16,30,11
4d51f54f-2978-47cf-8dfa-3ba4c20e9e41,415229bc91af2ce6c766bc42ad4f395a,beleza_saude,36,1610,1,250,16,5,11
42d6e503-e2c7-47fe-be2b-339592051eb1,74c94099baac38d7d352195da981626a,beleza_saude,36,642,1,700,16,40,11
d15ba385-44dd-46d1-ba74-7f0c91bb8411,c8a06a6cf1dbd09f3273d65d3dc2da99,beleza_saude,52,2496,1,100,16,6,11
b27d8a41-093c-4d0a-a65a-635928467492,e6dfd63d9ecc2a60f8a848b4fa051a84,beleza_saude,46,477,3,50,16,2,11
83937c72-3ce8-40c0-84ef-1174765c8e5c,d6637aee74ba05e42bc17a047c335209,beleza_saude,55,1181,1,250,16,11,14
c99edf83-ccc9-439e-ac86-ac1013b3ffb2,2cd9064c8472a73250ac970950521c41,beleza_saude,50,1151,1,250,16,20,15
1681ad25-57c1-4ccb-826e-7e32eafbb20f,99b5252f661c113b53ca9fbaae9dd3fd,beleza_saude,56,561,5,350,16,25,16
4e2f8e50-fa07-40e1-84a8-fd131824fa30,f5980f601cc5c58c4fd5dafc2e8b10c5,beleza_saude,55,841,1,1300,16,16,16
9d1e848b-8075-4514-92f2-83abc8f30d95,63f4d40c05db6ade462cecef857eec34,beleza_saude,57,1277,1,1200,16,30,16
62054de2-e302-43b4-ae0b-4ce5eab0088e,947f602dbb2ac7b6795cc5b1f0508a52,beleza_saude,37,3781,1,100,16,5,17
ae3da824-9e9b-4c88-9838-c315707e1334,f12a26f5ddd49ba9e1bf0ec9d0239326,beleza_saude,31,229,2,250,16,5,20
2dcab082-7f2f-48e7-817e-da1980d85bca,2527d5ced6628c0e47d84293794bc208,beleza_saude,46,2169,4,200,16,6,11
a384688d-e8c0-429c-80ca-003061b1126a,72d135605b8f0dd92505c47ca12157bd,beleza_saude,44,1449,1,200,16,28,11
fe689f28-e39a-4545-a930-ee5c19cc3488,377d0ea8bb2c8365af0b1519223d324a,beleza_saude,58,456,1,150,16,7,11
7da762ec-a9ad-4030-9c36-daf0855da40f,a0e45a99e446ebadec0421e41666235b,beleza_saude,45,1480,1,650,16,100,11
6954a99c-9cd5-4af1-8c9d-d3d3ad0bc81f,788e0f3785be86f57f6d42e107d081c0,beleza_saude,43,1496,5,3200,16,35,11
71d846d7-2a4a-45e4-8253-906c18dee1ae,8141daa1ca889b50094987ed7858337e,beleza_saude,49,787,1,50,16,11,16
e3674d6b-df2a-440f-b9d1-4ad461d51c05,0e173417855ce91518a2e79d760f93a9,beleza_saude,57,1276,1,1200,16,30,16
27ca0ede-4bdd-462e-9dc5-1285e7fa7b10,e225e558548f7df6a4f4f1d5ee449ff8,beleza_saude,54,2137,1,400,16,16,20
c4b891f9-aa59-45fe-a933-c3054ce89832,d43ee56f2821be64f6bd3c3af659789b,beleza_saude,32,530,1,200,16,17,11
3aa4fc21-7848-4aff-8754-70d9b85cf3b6,2f8720465c51a4f13bcd060e76014b3f,beleza_saude,30,1311,2,125,16,4,11
2d3b4c3f-a1b3-456a-be41-a9c9a88b8c86,1ac94144a305b4bc370804ca0d290490,beleza_saude,53,389,3,100,16,3,12
433e9650-0b05-424d-ba22-e778963deee9,f3f77f4a417da1f06a6e0eb648d20a87,beleza_saude,32,1053,1,1200,16,9,13
e3e13b94-ff97-4e80-9410-5d8442a5dd99,691068f9993552f6ba5a12e4b379b4a0,beleza_saude,57,463,1,375,16,15,14
0921a8c0-550c-46c3-bd2d-22ac2e10d368,3d9bbe6e6d8c6dd8ba6e728f2586e510,beleza_saude,60,499,1,273,16,13,14
7c031030-00fa-49e3-bab0-ea0f48aac97c,0f7b5d8f0464562dd0d3e46054e0bd0e,beleza_saude,39,1761,1,2500,16,19,15
70e532d2-803e-4480-86ac-a66aafeda720,d10abea506594de1dd5ea21851f94062,beleza_saude,60,876,1,700,16,16,16
7d3edd05-fdc0-4614-9157-b49b0d58ca62,da9d5b38b3e2e1c8cb2731aa7e8bec8c,beleza_saude,57,767,1,1000,16,16,16
9df79ccd-ba51-4493-8732-68ec08048030,2814b5e91ca5da1c238fc3ddf9616832,beleza_saude,58,1058,6,350,16,7,20
0995ec1e-059f-4ef8-891f-0e26e54294a7,6bb1532261d0a1b244b21ed4aab982bd,beleza_saude,46,1140,1,150,16,12,20
2bf309d0-4e15-4845-9e2c-9f0e5f6216b6,84183944dc7cddca87a5d384452c1d3c,beleza_saude,57,2563,2,150,16,2,11
9996e685-ed7f-4a9d-a5f3-5789bfe60e9e,8fad1e543221d7d6867e756d4bc5e286,beleza_saude,30,1149,1,100,16,5,11
f29fd5f8-66cd-47f0-950b-30c955deaad6,9799f204443f39b914cb108eb13ef6e2,beleza_saude,58,2951,2,150,16,6,11
d122a9e3-5e8e-4ac9-a4a9-52cd7983d393,006619bbed68b000c8ba3f8725d5409e,beleza_saude,45,569,1,150,16,7,15
26a6da4d-1637-4d3d-b5a4-78c3f3338b96,9116a056deb0f453c4f5611141deedc5,beleza_saude,59,3902,1,700,16,16,15
02159a88-5a0c-45bc-b172-40aa680fd370,bd78aa243ba78f9d4a311681e172b090,beleza_saude,58,3912,1,750,16,16,15
c27c0d15-c5bf-47ea-9cf5-db1d39c48106,a1ccbdad642a580304988cd472018896,beleza_saude,58,1984,1,500,16,15,15
1ee591e0-d78f-4176-ac52-9d4ef2683a2c,ea2012e0b6ae52438a98f2c18108beed,beleza_saude,60,1451,2,250,16,16,16
f5e5bcf4-0e21-4cc5-bf5b-5fb956f78f91,346347724291a3ffbb5f5778e31a9fca,beleza_saude,31,1393,1,150,16,5,17
ae30a0f3-1222-4bb0-a7cc-ad1a1f7ed3b5,bfb76bd20f67223309240df0b98e1a29,beleza_saude,55,1344,1,350,16,21,11
a3eccc9a-0e47-4ab8-8299-f09172da24ca,8f1ab88c66cc3d534f1678dc3ca409e5,beleza_saude,26,249,1,300,16,16,11
d6ab21d8-5f81-4d39-84ba-603a99e344cd,f663f7a6fc390011dd15492f14205573,beleza_saude,52,556,2,300,16,12,12
ceec5a70-f414-43bd-a13d-a8c75fe1cd45,0a9a9c25c5a06532d1766e00db833a7f,beleza_saude,36,365,1,100,16,3,15
a42c75d4-63cb-4bf6-b189-3e13a3db7f43,96d76d5a8ce6f19b3072a336fa1aae49,beleza_saude,51,389,2,250,16,10,16
7f1a670a-a043-43cb-b2f0-7bf21e395a1a,b756577e274d3a4793fc27209d7072db,beleza_saude,57,1502,1,200,16,4,16
72591ae7-2a9a-46ee-9f6e-dc0c9cfaf974,99051458e8e83372d619c3092f874824,beleza_saude,43,754,1,1150,16,16,16
077912a9-e575-45d4-8e53-7256924edb54,4f33e0de0408eb2d6238a9f41f55acb4,beleza_saude,59,1064,1,200,16,8,11
b7e4921d-1bef-451b-ae6c-a46460be43b0,8f19c4fa78ba4a8d037bc977eef22927,beleza_saude,30,1131,1,700,16,35,11
5fa1ce05-57de-40ff-95fc-7362d3af09b5,12a5914d1826c08632a428b769a4eb30,beleza_saude,34,636,1,100,16,2,11
0c724cae-0f08-482b-afa0-fd01b6a94376,1873d47fb47e167da1520bd9ffbb8f79,beleza_saude,45,1031,1,1250,16,32,12
1b7c6fd4-7dec-40ec-a023-0044dfbff508,65610bb38e3ee3e20a94885411c3feec,beleza_saude,58,325,1,175,16,13,14
08f82657-a03b-4d46-b06f-cd973bb5248c,9af87df86e72ade39565a7b20d8cecd3,beleza_saude,40,774,1,625,16,14,15
ac21aeb5-66ee-416f-9846-d89e260d0cff,0a9bba9c02d484c391416587002dae47,beleza_saude,62,554,1,900,16,16,15
b8170046-bad0-402a-8309-cff0c87dab4f,f97f7f15dc57882fed36ae1dc9de8090,beleza_saude,45,568,1,150,16,7,15
d12744e2-3ec6-4adf-83de-c6a726812116,ffbe3df3856b1fef3fee8f1264105a89,beleza_saude,44,1641,1,250,16,11,15
c503f78b-4c40-4d83-a115-a7a0b63120b3,8d84ee7261f8b9cf3e852ad3e099e524,beleza_saude,59,1034,1,2450,16,16,16
f57d9d4b-b589-4eac-b849-d460a091320a,bb9a7bcdb8c9facc7f1262db27fb1300,beleza_saude,30,548,1,150,16,5,17
44ac55aa-e163-483e-b4df-be1d2bdb0080,097d5a4bed2be012b4e46e6f5ae0694b,beleza_saude,60,1162,1,833,16,12,18
35a686d4-06f3-419c-8515-80a25a7cbc28,8e436253e3c4eeacc3b2757482517200,beleza_saude,37,1035,3,100,16,5,20
06683474-8971-4e28-bca5-c0d2fd717e93,7097e685b988cf5b54211dbea82fb80a,beleza_saude,13,781,2,150,16,2,20
b7c3c4b4-abea-487e-892a-4df43ab6b143,79b45f6fe16c752af64c050de4566693,beleza_saude,32,1033,1,150,16,2,11
5e81f275-58d7-4658-bbcc-677f89e0ded1,20a0eed2151a01394b7656d7269b11db,beleza_saude,26,885,1,500,16,30,11
fe6b3b89-7d0a-462c-bbe7-5b1edc18b63e,b60a0c8bd0333c69ee70565973709bbf,beleza_saude,56,2010,5,650,16,10,11
f17e2935-ea60-40fc-bac5-753728e2db09,deff29051b7f3eb939ef8bf8ca0e85a2,beleza_saude,50,493,1,300,16,3,11
b9c60095-93f9-45a5-92b0-b6b2da1681e6,9746ab6f7694c5e2fc9fe14befbb5c18,beleza_saude,44,820,1,350,16,16,15
d69acca9-af37-4db6-85e5-e7a4cbc803e8,fb21cbf5cf37c8282a583cf8b6e770dc,beleza_saude,63,3900,1,700,16,16,15
ded4a9aa-e48f-425a-8bc5-9f73b18fe148,b141c668aca84c5877a5c66bd94fedc8,beleza_saude,55,388,1,200,16,5,15
af2b24b5-f5f1-440c-a947-9a415ad4b01c,f5d9f3f39171645ad59c424570874afb,beleza_saude,49,967,1,450,16,15,15
cee6e5ac-681c-4711-8eef-55ff2ef69125,11566035935b80d02a0c8a261546610b,beleza_saude,46,1322,1,367,16,20,16
02d1e6f0-1b58-45b7-b351-db48bcaf4c2c,072beb18e7e338f786c4984843463ea9,beleza_saude,52,1877,1,325,16,16,16
887cb8b6-d0c3-4d43-b8fc-d9f4456db53b,9ad035c24a9a92391b9e4be7d07879fd,beleza_saude,58,1441,1,200,16,16,16
a83a3f1f-5123-4cbb-a925-d7797bb28ca6,73d29abf6531702e5f31c2f7754e8b17,beleza_saude,46,409,3,250,16,2,11
95afdde1-9bad-43b2-8f4d-fede98a80a9c,9ccb2e3f0e2cbe7e3566c2db1c67db1a,beleza_saude,53,2536,1,1400,16,31,11
9e5e4826-54dc-479c-a0e2-8c8cbb5768d0,9680867d27bf4f20ac82adbe4dbae9ec,beleza_saude,60,1089,1,1100,16,19,15
c021e85a-821d-4d13-b88e-debbe2deae18,3089d427128cebffda89d3c8fd04fb90,beleza_saude,63,3933,1,750,16,16,15
1bfa7a11-ee59-4961-82f9-698e55ad7383,5db30faf301625dca549c9153f7499ec,beleza_saude,48,1583,1,1800,16,16,16
2e46434b-3fb2-4081-af1f-a33e2579164e,81ef08bfaf325b8e81020f11567027c0,beleza_saude,40,603,3,150,16,16,16
9463333b-66a7-4d79-85ec-d090c3adffb4,9882de2a7da613f71ce16f22e42d50d8,beleza_saude,60,1610,2,250,16,4,11
4e98776e-a169-498b-baf7-6cccebe9453e,b973581b7ad538c460edbf9378b173ad,beleza_saude,36,538,1,350,16,19,12
97c668e7-7c28-42ee-8039-3213f4df1fa2,7f010cef13358c3e8b1a349633d0be05,beleza_saude,58,529,1,289,16,33,14
916dd1ab-e9ef-4d32-8f29-fb97fdd8fb38,614c372933e8129d83b410afdbbb5305,beleza_saude,39,776,1,1400,16,19,15
770355f1-bd2d-4245-a5b7-7254abc07a22,0926524e4f3783f1b0e35c09d5fe13cd,beleza_saude,49,2127,2,100,16,5,15
3606ddca-dad6-4fc0-bd74-7946b5dd740d,c0b677cf65712618cd0d86b9303aa61c,beleza_saude,60,3292,1,1800,16,11,15
2080b451-0fac-4998-8c7e-80d8da5614fe,11467aa972053382530a1b91591eae38,beleza_saude,60,506,1,575,16,14,15
