geolocation_sk,geolocation_zip_code_prefix,geolocation_city,geolocation_state
c7366cee-bf33-4b69-a691-e4245f04c1ea,74927,aparecida de goiânia,GO
3f6f3f9f-7f6d-4947-9b60-ddeb1e0afee1,74971,aparecida de goiânia,GO
d3de2e8f-7f4b-40d8-b2e5-1689c35250ce,74989,aparecida de goiânia,GO
aff1ea6f-660a-443f-9fbb-7cc15cec03eb,75827,aparecida do rio doce,GO
4a22e10a-2f93-4cd1-bd4b-b4ad31d7d707,75795,campo alegre de goias,GO
9a486e5d-1432-45c9-abcd-b6b25b08035f,73830,monte alegre de goias,GO
b47c330e-fa9b-4065-8b96-e3ed5d90f0a0,75920,santa helena de goias,GO
65f75cf9-997a-44bd-abfb-06167a482a9e,72870,valparaíso de goiás,GO
a748a78c-a301-4021-90e1-c5b5e37a91e3,76255,montes claros de goias,GO
aaf0ecae-a247-4a3d-8b67-90ccb81d2abd,75398,santa barbara de goias,GO
ae845546-8012-4c78-9381-147c10b4b320,75840,santa rita do araguaia,GO
c732b4c6-ab49-4aea-8889-7a4976539e8c,76480,santa tereza de goiás,GO
ca0cbcd6-018c-46b6-b332-b9b70816c233,75935,santo antonio da barra,GO
0ed09b69-96ec-4665-9a97-9f361ed87aff,75375,santo antonio de goias,GO
9258e3a7-d5b4-4c95-9d2a-8d679cd82856,75490,sao francisco de goias,GO
b8455959-9a72-4850-bac4-1bd5d0f7444b,75175,terezópolis de goiás,GO
8ba65228-dc78-4ae3-b98a-56d926ffdd8a,76590,são miguel do araguaia,GO
e7670bfd-e60e-4257-837f-5e00b68b1f7c,72927,águas lindas de goiás,GO
c28a3881-9842-4c1d-a7bb-0f6da6c56e01,72914,águas lindas de goiás,GO
f1bd4ee4-ec39-4073-9874-c141284c2683,72926,águas lindas de goiás,GO
9d8c3e6a-4b73-4be6-951f-11168f05c4d0,72916,águas lindas de goiás,GO
48a8a1d2-8a0e-451a-8ff9-374d8f72e035,76100,sao luis de montes belos,GO
c80ca52f-cb82-4489-8bbf-33ff1914827d,76500,santa terezinha de goiás,GO
274f65f8-220e-4772-89b9-3523094ef86c,76395,santa rita do novo destino,GO
e8b05c06-15b0-47c5-9d6e-93ca7300df80,75185,sao miguel do passa quatro,GO
4b351615-f0c9-4338-91f7-1296642d6442,72902,santo antonio do descoberto,GO
4102bacf-9a55-4ccb-8055-c33a54e2003d,72901,santo antonio do descoberto,GO
a8b8c87a-1447-4cef-a26c-6c95e978c92a,72907,santo antonio do descoberto,GO
75fef9ed-8483-4595-9aa8-44d6513131f8,72900,santo antonio do descoberto,GO
3d853cb0-1d25-4b43-9f27-52a91a491d21,72906,santo antonio do descoberto,GO
6bcd97dd-92c2-4c77-b2d2-6fc51baeea60,75714,santo antônio do rio verde,GO
40d00a3a-c5b1-4bdd-bfaf-14c9aff7ca72,65400,codo,MA
dfbd986c-f9a6-477a-a7c6-dc09b5c8efba,65945,arame,MA
013085eb-477d-4c77-b5f1-ef3609fed9da,65480,arari,MA
d9c74538-cca0-466a-8f5c-f378fb1dc377,65148,axixa,MA
d40839ad-25ee-4791-a972-1c0bf600a420,65520,brejo,MA
4b17aff0-1e10-4647-80e1-7523850a09d3,65170,icatu,MA
a8980ee0-1a29-46cc-8cb9-cdca237ba964,65630,timon,MA
e8ad9a8b-9ca1-4bc4-a441-290a077595e0,65632,timon,MA
feb38399-b546-4799-a669-2a9cb9a63f86,65635,timon,MA
284d14f9-4361-4c63-ae6b-13740b184868,65633,timon,MA
c25d6068-429c-458e-8d09-927c70bd18b2,65634,timon,MA
35bad0a4-82c8-4b74-9213-6fd62af5f81d,65631,timon,MA
865b073b-6efa-404a-8b2c-04b91a88c889,65637,timon,MA
0d774acb-1418-4a74-a6d9-56d32098555e,65636,timon,MA
554e2311-168d-4782-90b9-e06c979f74ab,65215,viana,MA
1b3fd8a8-bb59-4200-9aa9-94c21ac5930f,65270,bacuri,MA
6eb3d06e-bdb3-4f98-af9c-863ffa914b4c,65800,balsas,MA
f7f099a0-5fe6-40ee-a6b5-c7160514a48f,65515,buriti,MA
793032c3-ac1a-471e-856b-b16e152d6f7a,65210,cajari,MA
5ab3e819-7433-463f-a648-bc27991ca3b6,65609,caxias,MA
ba95d14f-b0e0-484a-9fd3-dc1f8712d652,65606,caxias,MA
acc8e091-6199-45b2-8c39-07c409bd08bc,65604,caxias,MA
6cd5524a-12e3-43cf-a52a-80529cb420f8,65607,caxias,MA
a5c14269-d64c-4fc4-a535-2b76721c408e,65605,caxias,MA
b7c89474-eba0-4120-b648-380cef231707,65600,caxias,MA
a2a37d37-88c2-42e5-b835-a3138be303eb,65603,caxias,MA
1c4d405a-7694-4ba4-aabe-91f386330269,65608,caxias,MA
4c3fdb15-b3cb-4b42-9c8c-cde04cb15100,65602,caxias,MA
d4c05bce-8b9c-485b-ba8e-77c7fd55f4c9,65260,cedral,MA
5ca747c7-fc0c-41b8-860a-651a077769b5,65940,grajau,MA
56168e62-0a4f-4db7-9ff3-ca1e7c9fb5c3,65895,loreto,MA
6b54f9ba-21e8-4a90-b73c-764e040dcdd4,65360,moncao,MA
24e23d44-b8c3-4292-abba-67517bc2e993,65160,morros,MA
ef4f6095-ae03-4bea-a15b-9bba2342f8ed,65138,raposa,MA
335e50f1-0c08-4b66-b283-bab5bb7635bb,65763,tuntum,MA
9470704d-3536-4c80-bf9f-ca2407f1651a,65580,tutoia,MA
f5c49d3b-fe34-400e-93d6-b5b642dd0a67,65700,bacabal,MA
7c4cec80-c694-453d-87b7-de913a83dce5,65535,belagua,MA
4ef99f9a-3e81-46cf-bba0-0f4580975b1c,65230,cajapio,MA
ca28a21c-acbd-4fb9-bf7b-b360480b86a4,65690,colinas,MA
97a11b59-94a9-4d1c-a42c-ee049be220f4,65415,coroata,MA
991daae9-2e2f-4bd8-870d-c81375078829,65695,fortuna,MA
c9b848c3-0d9a-4e36-a1a7-d39c36bf5659,65693,jatobá,MA
c4916a39-f963-43a1-ade2-eff5b0437766,65218,matinha,MA
05663606-ab5a-403a-83d8-5bb96c93073f,65645,matões,MA
05b0dcbc-5b39-4bda-a8c8-987e9d6874c0,65850,mirador,MA
99b3fc94-6eb0-44f1-84d1-759987253903,65213,penalva,MA
6dea64cb-eaa2-4986-95d2-a59b75a87d78,65707,pio xii,MA
f94a1ede-fd46-4081-9afd-a5cfa9a84147,65990,riachao,MA
c1bb858f-34d9-4184-8847-1f355a3e3c6f,65150,rosario,MA
5e7624df-4aa3-4750-95c3-e7b154918610,65278,turiacu,MA
b34c4cc1-4cc8-4e70-b568-348bb7f8d476,65365,ze doca,MA
506ca2c7-4ca7-40f3-9a0c-44e0be91b53c,65525,anapurus,MA
59ee3286-4bac-4048-9c0f-f8c8d1e80cf2,65368,araguana,MA
95a32667-a2c8-44c0-8b95-9f40f02ef07a,65570,araioses,MA
985fbbe7-47ea-4823-a657-1214e1ea9a84,65248,bequimao,MA
c61a4191-f911-4982-b5d4-4f6df8550b65,65980,carolina,MA
49ea64c8-abb7-428f-a4ae-68dafb8008ac,65268,cururupu,MA
da21f73f-133a-40b8-84de-ab23a29d981a,65975,estreito,MA
311664d3-c40a-4fd4-bf48-e1fdc1a49886,65265,mirinzal,MA
0af7cb0d-88a0-4dc2-bebd-412a4a6a203b,65418,peritoro,MA
c9ee381b-ec5d-4223-b1a2-9c399669c84b,65200,pinheiro,MA
0e6d0fb5-211a-4a22-87ee-7b0b14aeb90e,65065,sao luis,MA
2f67d5ed-bb31-41ef-8ece-a786382a22d1,65050,sao luis,MA
697b3422-55e1-4f3c-a1c9-cc7bc093abb9,65062,sao luis,MA
b09596d6-169a-4d1a-9079-d52bd83fe83d,65068,sao luis,MA
a75321fb-6266-43f2-b01a-542d64c7448f,65095,sao luis,MA
343a673b-2a03-4f24-95ea-417a87ee99ca,65015,sao luis,MA
67e4b0c2-ae14-4a72-a67e-1227166fb030,65075,sao luis,MA
8aac5607-bf27-4c4f-ac67-f7228cb99978,65010,sao luis,MA
bf7df9f8-2d69-4fb5-a38c-5e742c26ae5b,65092,sao luis,MA
940c4bb8-6632-4a2f-b2e6-05084179a1ff,65037,sao luis,MA
88f33071-5438-423a-9184-b997f05603a6,65049,sao luis,MA
fd5bc22f-7c0a-408f-855a-a3729ac43f2c,65067,sao luis,MA
116a5246-4c4a-42f6-a8a6-9014e9f426c9,65059,sao luis,MA
2418280a-4867-49d2-9394-098c3f2c1558,65042,sao luis,MA
53678415-4d87-4f14-a3d2-c9b4f41684e1,65054,sao luis,MA
9af6b331-e866-46cf-adaa-92817caad8b0,65085,sao luis,MA
1cb42a6a-94cb-4f45-bf96-22f4cd845cd8,65081,sao luis,MA
4fb452de-9cd1-4f33-8e87-37f383f2df15,65056,sao luis,MA
0e50fb45-8de3-4658-be99-aada13f70ba1,65030,sao luis,MA
ace0fea7-137e-40a4-9cea-e011879edd11,65047,sao luis,MA
79e86543-f124-40c9-8d4b-2c8e4558ff1a,65063,sao luis,MA
04690223-b745-4d35-acc5-dd90cd87feb6,65082,sao luis,MA
28ce6fc5-6d16-4fb8-8eea-2a16596d57c4,65021,sao luis,MA
3bbdc44c-8982-4d31-acdf-d0048abf1c3e,65035,sao luis,MA
1f7f09ea-d1db-48bb-84e7-79b1946518c5,65057,sao luis,MA
9553f5b1-6727-41fa-be54-6166c9715db1,65052,sao luis,MA
c96b4c38-5eb4-40e1-813f-fb798107c01a,65093,sao luis,MA
39d6948d-d790-4a91-9b5a-612b5bd2a54d,65071,sao luis,MA
108108c4-b26b-47f5-9c42-8f874036c52c,65055,sao luis,MA
f33744f4-d618-4b42-b79f-f9398eec9153,65026,sao luis,MA
fb2abbf9-d612-49e9-97e7-489edf989a6a,65025,sao luis,MA
0bbba87d-fc2d-4bf6-b386-18750b183a42,65053,sao luis,MA
c9f79c67-0f12-4642-a146-3fb20d6294fe,65061,sao luis,MA
47b088ba-060f-404a-91be-e64ae0115831,65040,sao luis,MA
3b39aadd-6930-4438-9ee8-f4b42ef8427c,65045,sao luis,MA
e1c612d4-f5e5-4c61-a095-00a988bce615,65041,sao luis,MA
85ffe1ed-0e90-4422-bea7-b438b7767d90,65044,sao luis,MA
f4837f8c-c71b-484c-9db4-6b82dfcdfb0b,65094,sao luis,MA
568f14b5-7415-419d-b9f9-13dae0cc6665,65000,sao luis,MA
47d104f9-8578-44f9-b9f9-0fc664ce952f,65078,sao luis,MA
4158cb93-f202-42ef-9d3e-d7cae6bcb661,65070,sao luis,MA
16e9bed6-b93d-4e3a-a498-c3a81873db72,65064,sao luis,MA
e64f6abe-4216-4f18-b32f-1df70c9ddd65,65058,sao luis,MA
22d4d87c-7032-404a-8c36-b5e1b4541c95,65060,sao luis,MA
584eb515-332e-4932-aa0a-c1f2f61eb064,65091,sao luis,MA
dc34496c-61df-4187-a549-a570f3b0e579,65036,sao luis,MA
2c97b5a6-8d43-4323-8540-fb2cd007023d,65046,sao luis,MA
efb3231e-a7ef-4a1e-b941-7cc74da324f4,65020,sao luis,MA
f5aefeea-d20f-4669-88de-aa1781bee3ea,65074,sao luis,MA
a735e1e5-e95a-43c1-8090-92ab1d939e8a,65031,sao luis,MA
17fb9b50-7cee-4613-bec8-e461aeef77f2,65048,sao luis,MA
0c577f25-989b-4987-aa94-a70c6ccce718,65077,sao luis,MA
bc3bb030-3804-424b-8f93-0f68f9d7fb8c,65033,sao luis,MA
16a9e84d-73e4-4d6a-9dbf-1db5afb66bed,65066,sao luis,MA
5c1bfa69-5b48-43dc-9255-7a3c079d8365,65043,sao luis,MA
67747ae6-9c18-4e04-8322-4b6168b521ea,65051,sao luis,MA
7750c2f3-1a8c-4701-9dbd-254b7c896a95,65420,timbiras,MA
8ef8f0cc-afd8-4683-97ad-28a7fe2859cf,65250,alcantara,MA
a1f3ec94-5d77-44bb-875a-7aadf63a7d0b,65490,anajatuba,MA
63a77fe2-c3c4-49d5-9602-a2399a4fae7d,65143,bacabeira,MA
5b32b703-ad11-4a28-9f75-1f0597ad9763,65704,bom lugar,MA
c315a841-8aeb-4d2b-abc1-9c0584889a99,65765,dom pedro,MA
1f63fe42-dad2-4250-b817-106681fbd232,65255,guimaraes,MA
6e303a53-4e03-4f89-9561-724da53759e2,65510,mata roma,MA
3e96090d-c09c-41d5-a13a-1fc1186063c9,65670,paraibano,MA
e2d0f12f-5395-4992-8dff-869cc82cc7f1,65640,parnarama,MA
e4ca2172-e4ae-4b68-b90b-8a5e43dda332,65725,pedreiras,MA
f8beeb1c-95ac-4ef3-bca4-79ff82a6fdb2,65460,pirapemas,MA
8cf3005b-de55-4e21-9a60-5b8923711a7d,65709,satubinha,MA
8dbf4e8d-f198-4723-b703-c8670f2b0447,65930,acailandia,MA
26e6e6cb-7ef2-41b5-bf60-72349abee2bd,65275,apicum-acu,MA
0b7ecc2b-f50a-4fc2-bb8d-e8897f744832,65233,bacurituba,MA
2f6d3bb9-993e-4d6d-9790-ee49709b23f9,65582,barro duro,MA
0e71730f-0579-488a-ba2a-bb4e0f3bee89,65380,bom jardim,MA
84507f40-3ec8-4811-946b-912ec4eca36e,65393,buriticupu,MA
ba9def0c-971c-46d3-a368-020a676ec07e,65935,buritirana,MA
a046de49-1581-436c-bdc9-c890dddfc1b4,65465,cantanhede,MA
8be47aa8-0ccf-4dc6-9067-83fe2865b999,65295,carutapera,MA
ef2feb31-8c14-4db8-a186-4d44b6d13bdb,65500,chapadinha,MA
3b07da86-feb4-4e47-9319-63077b6921f9,65921,cidelandia,MA
9f877bb6-ed19-4e86-9746-a1cdfb670a88,65917,imperatriz,MA
25934922-6ed3-4596-a7ff-3151bae3e197,65912,imperatriz,MA
27977252-b8fe-41d8-b106-f6fc19695f3b,65913,imperatriz,MA
2dbcaa8b-5b52-467a-8170-f1112ffd3442,65903,imperatriz,MA
00fb5e77-c41c-4475-91c8-dfd529c9a75e,65901,imperatriz,MA
6d93d57b-a03e-42bf-ba0e-fe935819475d,65908,imperatriz,MA
2e2a4c86-736f-4062-89b6-6ceb555a9961,65918,imperatriz,MA
8cb7fbed-2141-4a2e-a231-fb4a7464a01a,65911,imperatriz,MA
5c672ee3-fdbe-48fd-aa3a-f2d4e60fc0f5,65919,imperatriz,MA
b72454a9-0994-4b5f-b8da-79df1ab0b23d,65910,imperatriz,MA
396f5c70-4b47-4989-afe2-ed5ed333f64e,65906,imperatriz,MA
f3417414-0e3c-42a1-b7f0-3b0d23f9f649,65904,imperatriz,MA
720b187f-36e4-4848-b4ed-603a6bef92c8,65914,imperatriz,MA
1601303e-1fbe-4d90-a859-b637ddb4f458,65907,imperatriz,MA
b15ea3c3-4dc0-47c5-9346-f8e018402c88,65916,imperatriz,MA
404b7496-abe5-43da-a08e-96859cc3c22c,65915,imperatriz,MA
e1976285-838d-48f5-986f-69273ddd5f7d,65905,imperatriz,MA
bf1e79b1-ddb5-4700-94b9-8e89a583a85f,65900,imperatriz,MA
fdacff35-b37a-4dea-852a-6bd08fd367d6,65755,joselandia,MA
1137ee23-4228-4f45-9bd6-6fe37bf5c41d,65705,lago verde,MA
64e808f9-9988-448a-ae31-93611bae67f4,65289,maracacume,MA
b5d55a01-b6c8-4d2e-8f1d-bae650bb6083,65245,peri mirim,MA
c2500342-c3a3-40d3-8e14-d1bab140056c,65302,santa ines,MA
0470c23f-07d6-4c4a-b10d-bdfab1b9be38,65301,santa ines,MA
a8f7d7ff-440f-47ed-a3e9-c5a2d1bf58c8,65304,santa ines,MA
288532e8-373c-4b39-9d94-64457b32a659,65145,santa rita,MA
6e9bc5b0-ff1a-44ad-8b20-7884a2b176d4,65925,sitio novo,MA
32d1ce59-b689-4411-b4fe-a8f54792024d,65235,são bento,MA
929997cf-13c3-4136-aa6e-c4c2380dd261,65032,são luís,MA
76a0c5d6-659d-40cf-980a-173811390846,65076,são luís,MA
1d6327de-4a46-4ed3-a933-9e91a159f0fd,65072,são luís,MA
dde90312-5c76-4a5a-a62d-0ca9eb202efe,65090,são luís,MA
11586d20-572a-4b9b-bdc8-b42f9a5e7a60,65080,são luís,MA
f178fa83-3ca9-4b30-a28b-b08107b4fd65,65073,são luís,MA
eb879118-f33d-467c-92a3-77f67e8c3b10,65083,são luís,MA
70052a2a-bd16-43b8-bea9-90d7efdc3629,65086,são luís,MA
b9c5e64b-a134-4491-be71-e094c058f69b,65276,turilandia,MA
4f86a230-0baf-448e-8063-b1e055a57d65,65620,coelho neto,MA
f4f3b573-63a7-4515-8816-0c870198c269,65927,davinopolis,MA
31668c2b-e116-4354-b686-a8de5a19c35c,65922,joao lisboa,MA
32723630-72de-4fce-8339-ae996cfdd96f,65728,lima campos,MA
8ae8345d-8488-46b0-b56f-158ac74f71db,65880,nova iorque,MA
1353c4ce-fcc3-4354-8f7c-ec1526b66614,65870,pastos bons,MA
ddbef6e0-1c41-4657-bbb8-e4b1c9e15609,65716,paulo ramos,MA
ee72de44-e22c-4a3a-b208-eefdb1b297a4,65300,santa inês,MA
02d1d726-02f8-4397-9d05-56cfa6aa97c3,65306,santa inês,MA
b1eeab9c-bf73-4e8e-b5d9-4fef51d86dd2,65390,santa luzia,MA
a25751b3-77b1-47fa-bd3a-127572bccdac,65195,santo amaro,MA
d56e0812-7723-4852-89dd-774431cc0cf4,65758,sao roberto,MA
d809f3b7-b762-4b98-9ede-9f8845c1d6a2,65378,tufilândia,MA
3c94a1d9-01b3-43cc-b986-86fbb47dcd57,65505,afonso cunha,MA
9ceff637-2f07-4c49-a76d-95393a6abd59,65590,barreirinhas,MA
e7fe7c0d-c1b1-499d-a291-d7d80753ab7a,65685,buriti bravo,MA
264ca8c1-69bd-4aef-80ad-c398bb2f6dc8,65785,graca aranha,MA
1462b83d-0d9e-4e7e-9094-cce66442face,65937,lajeado novo,MA
e8d39bce-67a7-42a3-95dc-3264f5508f60,65936,montes altos,MA
b9e2cbf9-a33d-46c3-90cb-00bad35ff1f0,65808,nova colinas,MA
e54f70a9-acb6-4943-aadc-413232db35da,65238,palmeirandia,MA
ffcae848-1b92-4c4a-87ca-c89b26820f56,65970,porto franco,MA
e1fc5507-aa6c-4f8a-bfe3-05745f74e3d4,65208,santa helena,MA
01776465-23d2-4859-b911-a2742594eb52,65550,sao bernardo,MA
b8245745-1115-46a0-aef2-4fa92de17d88,65610,aldeias altas,MA
c0c49f75-d72a-4d9e-8b4c-a0225857c24a,65810,alto parnaiba,MA
9a6166d5-b2e4-4b0b-aca1-467f91849031,65625,duque bacelar,MA
cae6441e-11d7-41e9-aac2-1a5fee85e128,65715,lago da pedra,MA
b60b5aa8-2132-45e1-a3d5-266c95fb9d7d,65710,lago do junco,MA
033ee42b-ff38-4a13-9692-93337596e60b,65683,lagoa do mato,MA
2ba0b15d-0a3b-4334-8830-f86f8165a41c,65283,maranhaozinho,MA
98621d0a-1482-4f17-87dd-791e1b23efec,65585,paulino neves,MA
2a0a4e60-8bc4-4338-83e5-1a2604ff58f5,65370,pindare mirim,MA
b7fc3712-994c-472b-ac55-3d55bdb6e3d8,65190,primeira cruz,MA
d07e9a44-823d-45e6-b748-41878676d50c,65820,tasso fragoso,MA
85b64ffe-b5c1-4347-ba62-b2136475578f,65530,urbano santos,MA
eb3a0acc-8d36-4fec-a693-7646f688e55b,65430,vargem grande,MA
86c3d857-cd45-40f4-9ce9-14f6426369a8,65950,barra do corda,MA
1cc14624-1127-4c71-9955-34508d2896a6,65885,benedito leite,MA
1ad4c392-6e65-4c6a-b985-40ed060f8ec7,65315,brejo de areia,MA
c50b8bf7-b237-45b1-a906-b847ad430c82,65775,goncalves dias,MA
abde79a8-3805-4909-a356-03e43fb524e7,65290,luis domingues,MA
75b52e18-c717-4053-85f0-20f55d9bda2a,65714,maraja do sena,MA
4e51a67a-3716-4f89-8230-d581f7b7557d,65450,nina rodrigues,MA
96d44807-f49a-4e81-b09f-054cd5d86951,65130,paco do lumiar,MA
730aa86d-0151-4f17-bcaf-edcec0f8c799,65660,barao de grajau,MA
490d7147-fb09-4abf-8505-a1dd8f70b6fa,65280,cândido mendes,MA
bfcbbb98-ce61-4a40-8419-ae991e693f8b,65285,godofredo viana,MA
196f1428-93f8-4c3f-a2d3-056e5bda4db0,65345,igarape do meio,MA
fcf2b6ad-76b5-43da-9354-5d5425862efe,65720,igarapé grande,MA
dd4b5842-0821-4013-9abc-5bedf6c1333a,65485,itapecuru mirim,MA
694eb8f6-e5d0-49d2-a4ce-b6fa4d48a060,65468,matoes do norte,MA
fa08ca0c-48b1-4ea2-8558-6527b7034e86,65680,passagem franca,MA
8f6492ce-cc0f-439b-9522-883e1862fa05,65740,pocao de pedras,MA
fd06d430-0128-4f55-9fb3-7f13c09b0b4a,65938,ribamar fiquene,MA
f1f4be48-f4e6-47a1-acab-8085d143ee25,65320,vitorino freire,MA
6edce7c6-b7b3-429f-ae24-5fd541408557,65750,esperantinopolis,MA
7f8f6889-fcaa-49eb-90e5-271820690915,65495,miranda do norte,MA
82af2baf-d104-47a4-b878-4a21d2246404,65760,presidente dutra,MA
da73fd63-175c-4821-b2c3-5d1a56c29951,65225,sao joao batista,MA
5f453378-3c35-44b2-800f-dc2724211744,65385,sao joao do caru,MA
cab572a8-7b34-48ed-ae02-5a5401b8773d,65735,capinzal do norte,MA
f2ac0487-09e7-4976-a591-7d5b4fc918b9,65770,governador archer,MA
e2be3bda-9ff2-496b-8df1-7dc88cf200ec,65206,pedro do rosário,MA
09225305-cc7a-4f2e-a039-e874afff8508,65279,presidente medici,MA
98921133-51cd-431e-8e75-0ef3dcb5c58c,65204,presidente sarney,MA
e1e0d97d-9ea7-468c-bcf2-5440af3bb3b6,65455,presidente vargas,MA
d9436d37-a144-4226-bc91-cb332ad44227,65615,sao joao do soter,MA
8ba55682-3d1c-4edd-a023-0badf93c0dc6,65860,sucupira do norte,MA
4d38cd0f-e853-45f9-aa00-b9f2b7231f38,65727,trizidela do vale,MA
e4538d40-ca26-430e-97a2-44fcf450c7c3,65350,vitoria do mearim,MA
715de845-ea36-4964-8182-d977275f87bc,65723,bernardo do mearim,MA
44ecdccf-6978-45e1-bf6f-1585acc3ee98,65180,humberto de campos,MA
5c7c6475-83ac-4668-b59f-71705c41da86,65948,itaipava do grajau,MA
94e1b77f-3194-4ead-b947-dacefd5bcea5,65939,itinga do maranhao,MA
5f51e71d-176c-4414-a12e-fb3b5c904859,65294,junco do maranhão,MA
6113c94d-ab88-43fc-84d8-8f6ac5ed1937,65712,lago dos rodrigues,MA
2ec6cef2-3c58-464b-8496-626a430f73d4,65665,sao joao dos patos,MA
830b8b18-6ce2-4b91-a5fe-c0430fe3d981,65220,sao vicente ferrer,MA
2bec3d6c-3871-48c0-8228-f376ad69924f,65293,amapá do maranhão,MA
f066f856-cf37-451a-8392-b3f8a5409836,65292,boa vista do gurupi,MA
bab519f3-dfba-49ae-a264-2ffdb05bf2ae,65267,central do maranhao,MA
8faa12f5-bb40-4a62-9304-f9c6607f8d3b,65288,centro do guilherme,MA
7ef826a0-eef7-44ab-a4dc-153fbb2104e4,65555,santana do maranhao,MA
829f85b9-9dc0-4f35-a65c-720009a2fa9d,65973,sao joao do paraiso,MA
a113bdcb-d97f-4897-a00e-0a5d32cefe7f,65110,sao jose de ribamar,MA
5d8132c2-e514-4b20-a2c1-d78ae87fdc03,65269,serrano do maranhao,MA
e4a94710-5068-4206-b3d7-ea18778793f4,65668,sucupira do riachao,MA
f57e3511-12b0-4800-a8e5-0b1d8bd63868,65310,altamira do maranhao,MA
237debe5-c315-468d-8a89-2cdb76b23082,65923,amarante do maranhao,MA
26deefb0-8a2b-41c8-97a4-c4a629ff3e5c,65395,bom jesus das selvas,MA
eaf0d8dc-2925-4359-a3ea-817c040526ac,65962,jenipapo dos vieiras,MA
a04354cb-3b85-477a-9b77-5cd25ab99175,65560,magalhaes de almeida,MA
6c2851cf-b365-4622-a6e0-ce697c534fbe,65140,presidente juscelino,MA
030618b4-fb5e-4e5b-8e77-28a237ccfce1,65272,santa luzia do parua,MA
0ab2dfb7-6b9e-4ba7-b49d-30823835d62b,65578,agua doce do maranhao,MA
13a8cd51-dae7-4124-9e65-6939967808e7,65340,conceicao do lago-acu,MA
748f68c0-fb4d-4bee-8a35-560744746250,65795,governador luiz rocha,MA
46a80780-47f6-41b8-8560-13ca7bb054dd,65545,milagres do maranhão,MA
dc1677f0-7d99-46c3-84b4-602c743cbb6c,65762,sao jose dos basilios,MA
6585475d-e53a-42ea-9285-a0542e4ac426,65978,sao pedro dos crentes,MA
5524a3a9-727c-418d-be8f-965fa0f10a00,65890,são félix de balsas,MA
399cd7b3-911a-4032-b025-7efb3027637e,65398,alto alegre do pindare,MA
30e0e4e6-c749-4bd1-bde3-58223028ee79,65335,bela vista do maranhao,MA
6581051f-45cf-4c48-ac93-5094e481a87f,65968,campestre do maranhão,MA
88ed1707-f80d-4028-b020-521182706962,65995,feira nova do maranhao,MA
c9042fc5-0eb3-490f-b6b7-dcdab3337364,65943,formosa da serra negra,MA
99787e73-af71-4b30-91cc-5d5cfdf1b9c3,65263,porto rico do maranhao,MA
b307af9c-9294-4ee8-ae62-d8e037e8a283,65470,sao mateus do maranhao,MA
050a0c94-da78-4d4b-abc3-8d79528766c2,65413,alto alegre do maranhao,MA
125a44c0-a643-461e-b1d2-f9648b7a3042,65299,centro novo do maranhao,MA
f2c69fac-0a33-4aaa-b3da-d41a763cc864,65805,fortaleza dos nogueiras,MA
33b0aa83-eb69-43b6-ad34-705acc4b4c35,65928,governador edison lobao,MA
95f530d8-11b4-44d2-a9ac-b63c61438f5c,65363,governador newton bello,MA
222524b5-2242-4662-bc4b-f39342b1f42c,65284,governador nunes freire,MA
59c1e9ba-9f95-480a-a6d9-9bf10497e332,65274,nova olinda do maranhao,MA
24672e2f-9604-4827-9d61-c9b17cc46e24,65223,olinda nova do maranhao,MA
d67b28f5-cd2e-46d9-99b2-74e1ddb558a9,65730,santo antonio dos lopes,MA
15a24fd9-8300-454c-83af-c2995a9f14ff,65888,sao domingos do azeitao,MA
a0f3cc1e-9656-4025-979d-ff28d2561d04,65929,sao francisco do brejao,MA
6fab063c-a586-4a06-9cd3-0dbf4278fdb3,65783,senador alexandre costa,MA
a8e7f3af-c505-4b29-afff-8a3a080cfa27,65924,vila nova dos martirios,MA
b3c2a186-ddc6-478b-9e33-0cb8c05d5b33,65718,lagoa grande do maranhao,MA
c29f302c-57c9-41a2-89d1-66aa23442fad,65706,olho d'água das cunhãs,MA
2055c146-578d-4bb5-bb66-ece7d43b78e9,65790,sao domingos do maranhao,MA
b5b631ac-e75e-43ad-8168-02fd096c9442,65920,sao pedro da agua branca,MA
50f1ffe9-6a05-4f17-9407-16fa81a39af4,65780,governador eugenio barros,MA
963baa56-8e66-482b-b2af-36ea9a5f076c,65650,sao francisco do maranhao,MA
13aa3d1c-d744-4d98-8904-7252392b0347,65768,santa filomena do maranhao,MA
06483625-458c-41cf-9ce0-3976a475c13c,65540,santa quiteria do maranhao,MA
3fc24ec2-3ed0-4965-a8ae-1dba5c6bfab6,65440,são benedito do rio preto,MA
91a69db2-2fd4-467a-8006-c47d597311bd,65840,sao raimundo das mangabeiras,MA
761a08e9-392d-4f62-9eda-2919adf9e414,65753,sao raimundo do doca bezerra,MA
44f71244-8e79-47bb-b11a-32715af774fe,65708,são luís gonzaga do maranhão,MA
feb8c37e-0318-49f8-9fe6-12e31d40b3f2,31610,bh,MG
07d5c887-0c13-43fb-8701-b9be2ad728c4,35595,luz,MG
07be086f-ea35-44ec-8904-9be9ff8dfae2,36500,uba,MG
d0d3dc76-595d-40cf-80d8-aa3ee306966a,36504,uba,MG
dd45dabc-be22-4a44-9d7b-bb5c8ed0cc9f,36507,uba,MG
5c18f317-33f8-41d6-9704-68d9661a84bb,36502,uba,MG
ad5cfa21-2c3c-4c29-b4db-2055c24d146f,36501,uba,MG
